,support,confidence,lhs,rhs,sale,recommendation,profit,mark
312,0.019,0.6,"['自制猪肉脯', '芹菜炒腰花', '谷稻小庄']",爆炒猪肝,0.37,0.87,0.53,6.899
497,0.017,0.64,"['焖猪手', '自制猪肉脯', '芹菜炒腰花', '谷稻小庄']",爆炒猪肝,0.37,0.87,0.53,6.896
500,0.017,0.552,"['焖猪手', '自制猪肉脯', '芹菜炒腰花', '辣炒鱿鱼']",爆炒猪肝,0.37,0.87,0.53,6.896
444,0.017,0.615,"['焖猪手', '芹菜炒腰花', '谷稻小庄']",爆炒猪肝,0.37,0.87,0.53,6.896
442,0.017,0.615,"['凉拌菠菜', '剁椒鱼头', '自制猪肉脯']",爆炒猪肝,0.37,0.87,0.53,6.896
471,0.017,0.593,"['剁椒鱼头', '焖猪手', '芹菜炒腰花']",爆炒猪肝,0.37,0.87,0.53,6.896
567,0.016,0.7140000000000001,"['剁椒鱼头', '焖猪手', '自制猪肉脯']",爆炒猪肝,0.37,0.87,0.53,6.895
533,0.016,0.5770000000000001,"['凉拌菠菜', '剁椒鱼头', '芹菜炒腰花']",爆炒猪肝,0.37,0.87,0.53,6.895
597,0.016,0.517,"['凉拌菠菜', '剁椒鱼头', '焖猪手']",爆炒猪肝,0.37,0.87,0.53,6.895
543,0.016,0.625,"['剁椒鱼头', '自制猪肉脯', '芹菜炒腰花']",爆炒猪肝,0.37,0.87,0.53,6.895
644,0.015,0.7,"['剁椒鱼头', '焖猪手', '自制猪肉脯', '芹菜炒腰花']",爆炒猪肝,0.37,0.87,0.53,6.893
665,0.015,0.609,"['焖猪手', '芹菜炒腰花', '豌豆薯仔猪骨汤']",爆炒猪肝,0.37,0.87,0.53,6.893
713,0.015,0.5379999999999999,"['凉拌菠菜', '芹菜炒腰花', '谷稻小庄']",爆炒猪肝,0.37,0.87,0.53,6.893
690,0.015,0.5379999999999999,"['清蒸海鱼', '自制猪肉脯']",爆炒猪肝,0.37,0.87,0.53,6.893
686,0.015,0.5379999999999999,"['芹菜炒腰花', '豌豆薯仔猪骨汤']",爆炒猪肝,0.37,0.87,0.53,6.893
762,0.013999999999999999,0.65,"['自制猪肉脯', '芝士烩波士顿龙虾', '芹菜炒腰花']",爆炒猪肝,0.37,0.87,0.53,6.892
820,0.013999999999999999,0.52,"['焖猪手', '自制猪肉脯', '芝士烩波士顿龙虾']",爆炒猪肝,0.37,0.87,0.53,6.892
847,0.013999999999999999,0.565,"['剁椒鱼头', '自制猪肉脯', '辣炒鱿鱼']",爆炒猪肝,0.37,0.87,0.53,6.892
751,0.013999999999999999,0.684,"['凉拌菠菜', '剁椒鱼头', '焖猪手', '芹菜炒腰花']",爆炒猪肝,0.37,0.87,0.53,6.892
801,0.013999999999999999,0.722,"['美妙绝伦之白莲花', '自制猪肉脯', '芹菜炒腰花']",爆炒猪肝,0.37,0.87,0.53,6.892
782,0.013999999999999999,0.542,"['清蒸海鱼', '焖猪手']",爆炒猪肝,0.37,0.87,0.53,6.892
794,0.013999999999999999,0.65,"['清蒸海鱼', '芹菜炒腰花']",爆炒猪肝,0.37,0.87,0.53,6.892
991,0.013000000000000001,0.5710000000000001,"['凉拌菠菜', '自制猪肉脯', '芹菜炒腰花', '谷稻小庄']",爆炒猪肝,0.37,0.87,0.53,6.891
1114,0.013000000000000001,0.706,"['凉拌菠菜', '剁椒鱼头', '焖猪手', '自制猪肉脯']",爆炒猪肝,0.37,0.87,0.53,6.891
1018,0.013000000000000001,0.667,"['焖猪手', '自制猪肉脯', '芹菜炒腰花', '豌豆薯仔猪骨汤']",爆炒猪肝,0.37,0.87,0.53,6.891
987,0.013000000000000001,0.632,"['凉拌菠菜', '美妙绝伦之白莲花', '芹菜炒腰花']",爆炒猪肝,0.37,0.87,0.53,6.891
992,0.013000000000000001,0.5710000000000001,"['焖猪手', '芝士烩波士顿龙虾', '芹菜炒腰花']",爆炒猪肝,0.37,0.87,0.53,6.891
1026,0.013000000000000001,0.522,"['孜然羊排', '自制猪肉脯']",爆炒猪肝,0.37,0.87,0.53,6.891
1052,0.013000000000000001,0.6,"['凉拌菠菜', '剁椒鱼头', '自制猪肉脯', '芹菜炒腰花']",爆炒猪肝,0.37,0.87,0.53,6.891
1028,0.013000000000000001,0.667,"['剁椒鱼头', '焖猪手', '芹菜炒腰花', '辣炒鱿鱼']",爆炒猪肝,0.37,0.87,0.53,6.891
932,0.013000000000000001,0.522,"['焖猪手', '芹菜炒腰花', '香酥两吃大虾']",爆炒猪肝,0.37,0.87,0.53,6.891
1032,0.013000000000000001,0.667,"['焖猪手', '自制猪肉脯', '芝士烩波士顿龙虾', '芹菜炒腰花']",爆炒猪肝,0.37,0.87,0.53,6.891
1049,0.013000000000000001,0.6,"['自制猪肉脯', '芹菜炒腰花', '豌豆薯仔猪骨汤']",爆炒猪肝,0.37,0.87,0.53,6.891
996,0.013000000000000001,0.5710000000000001,"['凉拌菠菜', '芹菜炒腰花', '豌豆薯仔猪骨汤']",爆炒猪肝,0.37,0.87,0.53,6.891
1047,0.013000000000000001,0.6,"['剁椒鱼头', '芹菜炒腰花', '辣炒鱿鱼']",爆炒猪肝,0.37,0.87,0.53,6.891
1010,0.013000000000000001,0.632,"['凉拌菠菜', '焖猪手', '芹菜炒腰花', '豌豆薯仔猪骨汤']",爆炒猪肝,0.37,0.87,0.53,6.891
1006,0.013000000000000001,0.6,"['凉拌菠菜', '美妙绝伦之白莲花', '自制猪肉脯']",爆炒猪肝,0.37,0.87,0.53,6.891
1269,0.012,0.611,"['焖猪手', '芹菜炒腰花', '蒙古烤羊腿']",爆炒猪肝,0.37,0.87,0.53,6.89
1217,0.012,0.579,"['凉拌菠菜', '焖猪手', '芹菜炒腰花', '谷稻小庄']",爆炒猪肝,0.37,0.87,0.53,6.89
1265,0.012,0.611,"['凉拌菠菜', '剁椒鱼头', '自制猪肉脯', '辣炒鱿鱼']",爆炒猪肝,0.37,0.87,0.53,6.89
1505,0.012,0.688,"['凉拌菠菜', '剁椒鱼头', '焖猪手', '自制猪肉脯', '芹菜炒腰花']",爆炒猪肝,0.37,0.87,0.53,6.89
1503,0.012,0.688,"['凉拌菠菜', '美妙绝伦之白莲花', '自制猪肉脯', '芹菜炒腰花']",爆炒猪肝,0.37,0.87,0.53,6.89
1361,0.012,0.846,"['清蒸海鱼', '自制猪肉脯', '芹菜炒腰花']",爆炒猪肝,0.37,0.87,0.53,6.89
1347,0.012,0.524,"['自制猪肉脯', '芝士烩波士顿龙虾', '谷稻小庄']",爆炒猪肝,0.37,0.87,0.53,6.89
1260,0.012,0.611,"['凉拌菠菜', '焖猪手', '自制猪肉脯', '芹菜炒腰花', '谷稻小庄']",爆炒猪肝,0.37,0.87,0.53,6.89
1448,0.012,0.733,"['芝士烩波士顿龙虾', '芹菜炒腰花', '谷稻小庄']",爆炒猪肝,0.37,0.87,0.53,6.89
1386,0.012,0.55,"['清蒸海鱼', '美妙绝伦之白莲花']",爆炒猪肝,0.37,0.87,0.53,6.89
1331,0.012,0.846,"['自制猪肉脯', '芝士烩波士顿龙虾', '芹菜炒腰花', '谷稻小庄']",爆炒猪肝,0.37,0.87,0.53,6.89
1294,0.012,0.55,"['自制猪肉脯', '芹菜炒腰花', '谷稻小庄', '辣炒鱿鱼']",爆炒猪肝,0.37,0.87,0.53,6.89
1307,0.012,0.55,"['焖猪手', '美妙绝伦之白莲花', '自制猪肉脯']",爆炒猪肝,0.37,0.87,0.53,6.89
2050,0.011000000000000001,0.625,"['清蒸海鱼', '焖猪手', '芝士烩波士顿龙虾']",爆炒猪肝,0.37,0.87,0.53,6.888
2058,0.011000000000000001,0.625,"['孜然羊排', '自制猪肉脯', '辣炒鱿鱼']",爆炒猪肝,0.37,0.87,0.53,6.888
1818,0.011000000000000001,0.833,"['清蒸海鱼', '焖猪手', '自制猪肉脯']",爆炒猪肝,0.37,0.87,0.53,6.888
1547,0.011000000000000001,0.667,"['剁椒鱼头', '焖猪手', '自制猪肉脯', '辣炒鱿鱼']",爆炒猪肝,0.37,0.87,0.53,6.888
1613,0.011000000000000001,0.667,"['剁椒鱼头', '焖猪手', '自制猪肉脯', '芹菜炒腰花', '辣炒鱿鱼']",爆炒猪肝,0.37,0.87,0.53,6.888
1689,0.011000000000000001,0.526,"['焖猪手', '自制猪肉脯', '谷稻小庄', '辣炒鱿鱼']",爆炒猪肝,0.37,0.87,0.53,6.888
2026,0.011000000000000001,0.625,"['凉拌菠菜', '自制猪肉脯', '芹菜炒腰花', '豌豆薯仔猪骨汤']",爆炒猪肝,0.37,0.87,0.53,6.888
2030,0.011000000000000001,0.625,"['焖猪手', '自制猪肉脯', '芝士烩波士顿龙虾', '谷稻小庄']",爆炒猪肝,0.37,0.87,0.53,6.888
1993,0.011000000000000001,0.625,"['剁椒鱼头', '自制猪肉脯', '芹菜炒腰花', '辣炒鱿鱼']",爆炒猪肝,0.37,0.87,0.53,6.888
1686,0.011000000000000001,0.526,"['凉拌菠菜', '剁椒鱼头', '焖猪手', '辣炒鱿鱼']",爆炒猪肝,0.37,0.87,0.53,6.888
1637,0.011000000000000001,0.667,"['凉拌菠菜', '剁椒鱼头', '焖猪手', '芹菜炒腰花', '辣炒鱿鱼']",爆炒猪肝,0.37,0.87,0.53,6.888
1638,0.011000000000000001,0.667,"['凉拌菠菜', '焖猪手', '自制猪肉脯', '芹菜炒腰花', '豌豆薯仔猪骨汤']",爆炒猪肝,0.37,0.87,0.53,6.888
1656,0.011000000000000001,0.556,"['大蒜苋菜', '芹菜炒腰花']",爆炒猪肝,0.37,0.87,0.53,6.888
2053,0.011000000000000001,0.625,"['清蒸海鱼', '芝士烩波士顿龙虾', '谷稻小庄']",爆炒猪肝,0.37,0.87,0.53,6.888
2138,0.011000000000000001,0.7140000000000001,"['凉拌菠菜', '清蒸海鱼', '自制猪肉脯']",爆炒猪肝,0.37,0.87,0.53,6.888
1661,0.011000000000000001,0.556,"['凉拌菠菜', '孜然羊排', '自制猪肉脯']",爆炒猪肝,0.37,0.87,0.53,6.888
1658,0.011000000000000001,0.556,"['凉拌菠菜', '自制猪肉脯', '豌豆薯仔猪骨汤']",爆炒猪肝,0.37,0.87,0.53,6.888
1568,0.011000000000000001,0.667,"['剁椒鱼头', '自制猪肉脯', '蒙古烤羊腿']",爆炒猪肝,0.37,0.87,0.53,6.888
2169,0.011000000000000001,0.588,"['大蒜苋菜', '自制猪肉脯']",爆炒猪肝,0.37,0.87,0.53,6.888
2213,0.011000000000000001,0.588,"['焖猪手', '芹菜炒腰花', '谷稻小庄', '辣炒鱿鱼']",爆炒猪肝,0.37,0.87,0.53,6.888
2214,0.011000000000000001,0.588,"['焖猪手', '芹菜炒腰花', '蒙古烤羊腿', '辣炒鱿鱼']",爆炒猪肝,0.37,0.87,0.53,6.888
1908,0.011000000000000001,0.769,"['焖猪手', '芝士烩波士顿龙虾', '芹菜炒腰花', '谷稻小庄']",爆炒猪肝,0.37,0.87,0.53,6.888
1703,0.011000000000000001,0.526,"['凉拌菠菜', '自制猪肉脯', '芝士烩波士顿龙虾']",爆炒猪肝,0.37,0.87,0.53,6.888
2224,0.011000000000000001,0.588,"['焖猪手', '自制猪肉脯', '芹菜炒腰花', '谷稻小庄', '辣炒鱿鱼']",爆炒猪肝,0.37,0.87,0.53,6.888
1755,0.011000000000000001,0.7140000000000001,"['凉拌菠菜', '自制猪肉脯', '芝士烩波士顿龙虾', '芹菜炒腰花']",爆炒猪肝,0.37,0.87,0.53,6.888
1760,0.011000000000000001,0.7140000000000001,"['凉拌菠菜', '焖猪手', '美妙绝伦之白莲花', '自制猪肉脯']",爆炒猪肝,0.37,0.87,0.53,6.888
2232,0.011000000000000001,0.588,"['凉拌菠菜', '焖猪手', '自制猪肉脯', '豌豆薯仔猪骨汤']",爆炒猪肝,0.37,0.87,0.53,6.888
1871,0.011000000000000001,0.833,"['焖猪手', '自制猪肉脯', '芝士烩波士顿龙虾', '芹菜炒腰花', '谷稻小庄']",爆炒猪肝,0.37,0.87,0.53,6.888
1773,0.011000000000000001,0.526,"['凉拌蒜蓉西兰花', '清蒸海鱼']",爆炒猪肝,0.37,0.87,0.53,6.888
1798,0.011000000000000001,0.833,"['清蒸海鱼', '焖猪手', '谷稻小庄']",爆炒猪肝,0.37,0.87,0.53,6.888
1799,0.011000000000000001,0.833,"['清蒸海鱼', '焖猪手', '芹菜炒腰花']",爆炒猪肝,0.37,0.87,0.53,6.888
2244,0.011000000000000001,0.588,"['焖猪手', '美妙绝伦之白莲花', '芹菜炒腰花']",爆炒猪肝,0.37,0.87,0.53,6.888
2245,0.011000000000000001,0.588,"['剁椒鱼头', '焖猪手', '谷稻小庄']",爆炒猪肝,0.37,0.87,0.53,6.888
1807,0.011000000000000001,0.833,"['清蒸海鱼', '芹菜炒腰花', '谷稻小庄']",爆炒猪肝,0.37,0.87,0.53,6.888
2249,0.011000000000000001,0.588,"['清蒸海鱼', '自制猪肉脯', '谷稻小庄']",爆炒猪肝,0.37,0.87,0.53,6.888
1730,0.011000000000000001,0.7140000000000001,"['焖猪手', '美妙绝伦之白莲花', '自制猪肉脯', '芹菜炒腰花']",爆炒猪肝,0.37,0.87,0.53,6.888
1741,0.011000000000000001,0.909,"['清蒸海鱼', '自制猪肉脯', '芹菜炒腰花', '谷稻小庄']",爆炒猪肝,0.37,0.87,0.53,6.888
1716,0.011000000000000001,0.526,"['凉拌菠菜', '清蒸海鱼', '谷稻小庄']",爆炒猪肝,0.37,0.87,0.53,6.888
2211,0.011000000000000001,0.588,"['凉拌菠菜', '剁椒鱼头', '芹菜炒腰花', '辣炒鱿鱼']",爆炒猪肝,0.37,0.87,0.53,6.888
1712,0.011000000000000001,0.526,"['凉拌菠菜', '芝士烩波士顿龙虾', '芹菜炒腰花']",爆炒猪肝,0.37,0.87,0.53,6.888
1567,0.011000000000000001,0.667,"['孜然羊排', '自制猪肉脯', '芹菜炒腰花']",爆炒猪肝,0.37,0.87,0.53,6.888
5,0.048,0.7140000000000001,"['焖猪手', '自制猪肉脯']",芹菜炒腰花,0.35,0.85,0.5,6.854
9,0.044000000000000004,0.6509999999999999,"['凉拌菠菜', '自制猪肉脯']",芹菜炒腰花,0.35,0.85,0.5,6.847
23,0.036000000000000004,0.618,"['自制猪肉脯', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.833
28,0.035,0.589,"['焖猪手', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.832
39,0.034,0.8420000000000001,"['凉拌菠菜', '焖猪手', '自制猪肉脯']",芹菜炒腰花,0.35,0.85,0.5,6.83
41,0.033,0.66,"['焖猪手', '爆炒猪肝']",芹菜炒腰花,0.35,0.85,0.5,6.828
50,0.032,0.75,"['爆炒猪肝', '自制猪肉脯']",芹菜炒腰花,0.35,0.85,0.5,6.826
45,0.032,0.536,"['凉拌菠菜', '爆炒猪肝']",芹菜炒腰花,0.35,0.85,0.5,6.826
62,0.031,0.853,"['焖猪手', '自制猪肉脯', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.825
74,0.03,0.7,"['凉拌菠菜', '焖猪手', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.823
70,0.03,0.737,"['凉拌菠菜', '自制猪肉脯', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.823
78,0.028999999999999998,0.614,"['剁椒鱼头', '焖猪手']",芹菜炒腰花,0.35,0.85,0.5,6.821
91,0.027999999999999997,0.897,"['焖猪手', '爆炒猪肝', '自制猪肉脯']",芹菜炒腰花,0.35,0.85,0.5,6.82
108,0.027000000000000003,0.758,"['焖猪手', '自制猪肉脯', '谷稻小庄']",芹菜炒腰花,0.35,0.85,0.5,6.818
125,0.026000000000000002,0.9229999999999999,"['凉拌菠菜', '焖猪手', '自制猪肉脯', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.816
116,0.026000000000000002,0.649,"['剁椒鱼头', '自制猪肉脯']",芹菜炒腰花,0.35,0.85,0.5,6.816
145,0.025,0.821,"['凉拌菠菜', '焖猪手', '爆炒猪肝']",芹菜炒腰花,0.35,0.85,0.5,6.814
167,0.024,0.815,"['凉拌菠菜', '爆炒猪肝', '自制猪肉脯']",芹菜炒腰花,0.35,0.85,0.5,6.813
160,0.024,0.579,"['爆炒猪肝', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.813
170,0.023,0.75,"['凉拌菠菜', '自制猪肉脯', '谷稻小庄']",芹菜炒腰花,0.35,0.85,0.5,6.811
283,0.019,0.529,"['美妙绝伦之白莲花', '蒙古烤羊腿']",孜然羊排,0.4,0.91,0.44,6.808
190,0.021,0.7140000000000001,"['自制猪肉脯', '谷稻小庄', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.807
192,0.021,0.9520000000000001,"['剁椒鱼头', '焖猪手', '自制猪肉脯']",芹菜炒腰花,0.35,0.85,0.5,6.807
223,0.021,0.526,"['爆炒猪肝', '谷稻小庄']",芹菜炒腰花,0.35,0.85,0.5,6.807
194,0.021,0.625,"['自制猪肉脯', '豌豆薯仔猪骨汤']",芹菜炒腰花,0.35,0.85,0.5,6.807
207,0.021,0.556,"['自制猪肉脯', '芝士烩波士顿龙虾']",芹菜炒腰花,0.35,0.85,0.5,6.807
218,0.021,0.769,"['凉拌菠菜', '剁椒鱼头', '自制猪肉脯']",芹菜炒腰花,0.35,0.85,0.5,6.807
237,0.02,0.633,"['凉拌菠菜', '焖猪手', '豌豆薯仔猪骨汤']",芹菜炒腰花,0.35,0.85,0.5,6.806
235,0.02,0.655,"['凉拌菠菜', '剁椒鱼头', '焖猪手']",芹菜炒腰花,0.35,0.85,0.5,6.806
238,0.02,0.655,"['凉拌菠菜', '焖猪手', '谷稻小庄']",芹菜炒腰花,0.35,0.85,0.5,6.806
244,0.02,0.95,"['凉拌菠菜', '焖猪手', '爆炒猪肝', '自制猪肉脯']",芹菜炒腰花,0.35,0.85,0.5,6.806
284,0.019,0.529,"['美妙绝伦之白莲花', '自制猪肉脯']",芹菜炒腰花,0.35,0.85,0.5,6.804
321,0.019,0.9,"['焖猪手', '爆炒猪肝', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.804
291,0.019,0.72,"['焖猪手', '自制猪肉脯', '芝士烩波士顿龙虾']",芹菜炒腰花,0.35,0.85,0.5,6.804
314,0.019,0.818,"['凉拌菠菜', '焖猪手', '自制猪肉脯', '谷稻小庄']",芹菜炒腰花,0.35,0.85,0.5,6.804
311,0.019,0.6,"['剁椒鱼头', '爆炒猪肝']",芹菜炒腰花,0.35,0.85,0.5,6.804
292,0.019,0.72,"['剁椒鱼头', '焖猪手', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.804
295,0.019,0.75,"['焖猪手', '自制猪肉脯', '豌豆薯仔猪骨汤']",芹菜炒腰花,0.35,0.85,0.5,6.804
317,0.019,1.0,"['爆炒猪肝', '自制猪肉脯', '谷稻小庄']",芹菜炒腰花,0.35,0.85,0.5,6.804
326,0.018000000000000002,0.531,"['自制猪肉脯', '蒙古烤羊腿']",芹菜炒腰花,0.35,0.85,0.5,6.802
323,0.018000000000000002,0.531,"['凉拌菠菜', '剁椒鱼头', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.802
329,0.018000000000000002,0.654,"['焖猪手', '谷稻小庄', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.802
366,0.018000000000000002,0.773,"['爆炒猪肝', '自制猪肉脯', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.802
395,0.018000000000000002,0.515,"['焖猪手', '美妙绝伦之白莲花']",芹菜炒腰花,0.35,0.85,0.5,6.802
357,0.018000000000000002,0.586,"['焖猪手', '蒙古烤羊腿', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.802
392,0.018000000000000002,0.895,"['焖猪手', '自制猪肉脯', '谷稻小庄', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.802
385,0.018000000000000002,0.68,"['凉拌菠菜', '爆炒猪肝', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.802
459,0.017,0.889,"['剁椒鱼头', '焖猪手', '爆炒猪肝']",芹菜炒腰花,0.35,0.85,0.5,6.801
502,0.017,0.696,"['剁椒鱼头', '自制猪肉脯', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.801
418,0.017,0.8420000000000001,"['焖猪手', '爆炒猪肝', '谷稻小庄']",芹菜炒腰花,0.35,0.85,0.5,6.801
425,0.017,0.8,"['凉拌菠菜', '美妙绝伦之白莲花', '自制猪肉脯']",芹菜炒腰花,0.35,0.85,0.5,6.801
427,0.017,0.8,"['焖猪手', '自制猪肉脯', '蒙古烤羊腿']",芹菜炒腰花,0.35,0.85,0.5,6.801
437,0.017,0.941,"['凉拌菠菜', '剁椒鱼头', '焖猪手', '自制猪肉脯']",芹菜炒腰花,0.35,0.85,0.5,6.801
439,0.017,0.941,"['焖猪手', '爆炒猪肝', '自制猪肉脯', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.801
434,0.017,1.0,"['焖猪手', '爆炒猪肝', '自制猪肉脯', '谷稻小庄']",芹菜炒腰花,0.35,0.85,0.5,6.801
449,0.017,0.941,"['焖猪手', '自制猪肉脯', '蒙古烤羊腿', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.801
788,0.013999999999999999,0.542,"['凉拌菠菜', '剁椒鱼头', '蒙古烤羊腿', '辣炒鱿鱼']",孜然羊排,0.4,0.91,0.44,6.801
491,0.017,0.727,"['焖猪手', '自制猪肉脯', '香酥两吃大虾']",芹菜炒腰花,0.35,0.85,0.5,6.801
466,0.017,0.889,"['凉拌菠菜', '自制猪肉脯', '豌豆薯仔猪骨汤']",芹菜炒腰花,0.35,0.85,0.5,6.801
465,0.017,0.696,"['自制猪肉脯', '蒙古烤羊腿', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.801
506,0.016,0.882,"['凉拌菠菜', '焖猪手', '自制猪肉脯', '豌豆薯仔猪骨汤']",芹菜炒腰花,0.35,0.85,0.5,6.799
592,0.016,0.556,"['凉拌菠菜', '焖猪手', '香酥两吃大虾']",芹菜炒腰花,0.35,0.85,0.5,6.799
519,0.016,0.833,"['凉拌菠菜', '自制猪肉脯', '谷稻小庄', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.799
523,0.016,0.789,"['剁椒鱼头', '爆炒猪肝', '自制猪肉脯']",芹菜炒腰花,0.35,0.85,0.5,6.799
556,0.016,0.6,"['凉拌菠菜', '焖猪手', '蒙古烤羊腿', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.799
560,0.016,0.652,"['凉拌菠菜', '自制猪肉脯', '蒙古烤羊腿']",芹菜炒腰花,0.35,0.85,0.5,6.799
565,0.016,0.652,"['孜然羊排', '自制猪肉脯']",芹菜炒腰花,0.35,0.85,0.5,6.799
571,0.016,1.0,"['剁椒鱼头', '焖猪手', '自制猪肉脯', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.799
587,0.016,0.682,"['凉拌菠菜', '剁椒鱼头', '爆炒猪肝']",芹菜炒腰花,0.35,0.85,0.5,6.799
527,0.016,0.789,"['凉拌菠菜', '剁椒鱼头', '焖猪手', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.799
1275,0.012,0.611,"['凉拌菠菜', '美妙绝伦之白莲花', '蒙古烤羊腿']",孜然羊排,0.4,0.91,0.44,6.798
634,0.015,0.667,"['凉拌菠菜', '爆炒猪肝', '谷稻小庄']",芹菜炒腰花,0.35,0.85,0.5,6.797
670,0.015,0.609,"['凉拌菠菜', '焖猪手', '芝士烩波士顿龙虾']",芹菜炒腰花,0.35,0.85,0.5,6.797
743,0.015,0.583,"['剁椒鱼头', '豌豆薯仔猪骨汤']",芹菜炒腰花,0.35,0.85,0.5,6.797
650,0.015,0.636,"['焖猪手', '豌豆薯仔猪骨汤', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.797
652,0.015,0.7,"['焖猪手', '美妙绝伦之白莲花', '自制猪肉脯']",芹菜炒腰花,0.35,0.85,0.5,6.797
623,0.015,0.9329999999999999,"['凉拌菠菜', '焖猪手', '自制猪肉脯', '蒙古烤羊腿', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.797
637,0.015,0.9329999999999999,"['剁椒鱼头', '焖猪手', '爆炒猪肝', '自制猪肉脯']",芹菜炒腰花,0.35,0.85,0.5,6.797
654,0.015,0.7,"['凉拌菠菜', '剁椒鱼头', '豌豆薯仔猪骨汤']",芹菜炒腰花,0.35,0.85,0.5,6.797
745,0.015,0.583,"['爆炒猪肝', '豌豆薯仔猪骨汤']",芹菜炒腰花,0.35,0.85,0.5,6.797
732,0.015,0.519,"['凉拌菠菜', '豌豆薯仔猪骨汤', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.797
662,0.015,0.737,"['凉拌菠菜', '自制猪肉脯', '芝士烩波士顿龙虾']",芹菜炒腰花,0.35,0.85,0.5,6.797
645,0.015,0.7,"['凉拌菠菜', '自制猪肉脯', '蒙古烤羊腿', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.797
728,0.015,1.0,"['凉拌菠菜', '焖猪手', '爆炒猪肝', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.797
648,0.015,0.636,"['凉拌菠菜', '焖猪手', '美妙绝伦之白莲花']",芹菜炒腰花,0.35,0.85,0.5,6.797
734,0.015,0.519,"['姜葱炒花蟹', '焖猪手']",芹菜炒腰花,0.35,0.85,0.5,6.797
672,0.015,0.609,"['爆炒猪肝', '美妙绝伦之白莲花']",芹菜炒腰花,0.35,0.85,0.5,6.797
711,0.015,0.5379999999999999,"['凉拌菠菜', '辣炒鱿鱼', '香酥两吃大虾']",芹菜炒腰花,0.35,0.85,0.5,6.797
675,0.015,0.737,"['焖猪手', '爆炒猪肝', '豌豆薯仔猪骨汤']",芹菜炒腰花,0.35,0.85,0.5,6.797
709,0.015,0.8240000000000001,"['凉拌菠菜', '焖猪手', '自制猪肉脯', '蒙古烤羊腿']",芹菜炒腰花,0.35,0.85,0.5,6.797
1662,0.011000000000000001,0.556,"['凉拌菠菜', '爆炒猪肝', '蒙古烤羊腿']",孜然羊排,0.4,0.91,0.44,6.796
759,0.013999999999999999,0.684,"['凉拌菠菜', '焖猪手', '谷稻小庄', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.795
760,0.013999999999999999,0.65,"['凉拌菠菜', '焖猪手', '豌豆薯仔猪骨汤', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.795
908,0.013999999999999999,0.765,"['凉拌菠菜', '爆炒猪肝', '自制猪肉脯', '辣炒鱿鱼']",芹菜炒腰花,0.35,0.85,0.5,6.795
797,0.013999999999999999,0.722,"['凉拌菠菜', '孜然羊排', '自制猪肉脯']",芹菜炒腰花,0.35,0.85,0.5,6.795
850,0.013999999999999999,0.565,"['焖猪手', '芝士烩波士顿龙虾', '谷稻小庄']",芹菜炒腰花,0.35,0.85,0.5,6.795
764,0.013999999999999999,0.65,"['凉拌菠菜', '剁椒鱼头', '香酥两吃大虾']",芹菜炒腰花,0.35,0.85,0.5,6.795
900,0.013999999999999999,0.929,"['凉拌菠菜', '焖猪手', '美妙绝伦之白莲花', '自制猪肉脯']",芹菜炒腰花,0.35,0.85,0.5,6.795
